194 18721
Sommets du graphe
113 114 383.000000
114 193 653.000000
114 192 551.000000
114 191 583.000000
114 190 572.000000
114 189 597.000000
114 188 568.000000
114 187 548.000000
114 186 581.000000
114 185 575.000000
114 184 481.000000
114 183 531.000000
114 182 559.000000
114 181 607.000000
114 180 505.000000
114 179 472.000000
114 178 555.000000
114 177 474.000000
114 176 494.000000
114 175 606.000000
114 174 504.000000
114 173 525.000000
114 172 523.000000
114 171 554.000000
114 170 425.000000
114 169 430.000000
114 168 558.000000
114 167 429.000000
114 166 401.000000
114 165 380.000000
114 164 404.000000
114 163 512.000000
114 162 529.000000
114 161 363.000000
114 160 531.000000
114 159 334.000000
114 158 365.000000
114 157 346.000000
114 156 401.000000
114 155 556.000000
114 154 291.000000
114 153 398.000000
114 152 371.000000
114 151 340.000000
114 150 288.000000
114 149 372.000000
114 148 482.000000
114 147 249.000000
114 146 303.000000
114 145 462.000000
114 144 502.000000
114 143 359.000000
114 142 229.000000
114 141 460.000000
114 140 317.000000
114 139 482.000000
114 138 386.000000
114 137 399.000000
114 136 459.000000
114 135 194.000000
114 134 170.000000
114 133 481.000000
114 132 162.000000
114 131 481.000000
114 130 168.000000
114 129 572.000000
114 128 143.000000
114 127 143.000000
114 126 484.000000
114 125 431.000000
114 124 438.000000
114 123 152.000000
114 122 142.000000
114 121 230.000000
114 120 76.000000
114 119 79.000000
114 118 306.000000
114 117 110.000000
114 116 43.000000
114 115 24.000000
115 193 631.000000
115 192 533.000000
115 191 563.000000
115 190 552.000000
115 189 576.000000
115 188 548.000000
115 187 528.000000
115 186 560.000000
115 185 554.000000
115 184 464.000000
115 183 510.000000
115 182 537.000000
115 181 584.000000
115 180 485.000000
115 179 454.000000
115 178 533.000000
115 177 455.000000
115 176 473.000000
115 175 582.000000
115 174 483.000000
115 173 503.000000
115 172 501.000000
115 171 531.000000
115 170 408.000000
115 169 412.000000
115 168 535.000000
115 167 410.000000
115 166 382.000000
115 165 364.000000
115 164 384.000000
115 163 488.000000
115 162 506.000000
115 161 345.000000
115 160 507.000000
115 159 322.000000
115 158 345.000000
115 157 327.000000
115 156 378.000000
115 155 532.000000
115 154 274.000000
115 153 374.000000
115 152 347.000000
115 151 317.000000
115 150 268.000000
115 149 349.000000
115 148 458.000000
115 147 235.000000
115 146 281.000000
115 145 438.000000
115 144 478.000000
115 143 335.000000
115 142 216.000000
115 141 436.000000
115 140 294.000000
115 139 458.000000
115 138 362.000000
115 137 375.000000
115 136 435.000000
115 135 176.000000
115 134 156.000000
115 133 457.000000
115 132 152.000000
115 131 457.000000
115 130 147.000000
115 129 549.000000
115 128 128.000000
115 127 145.000000
115 126 461.000000
115 125 407.000000
115 124 415.000000
115 123 161.000000
115 122 152.000000
115 121 207.000000
115 120 65.000000
115 119 80.000000
115 118 283.000000
115 117 86.000000
115 116 23.000000
116 193 609.000000
116 192 510.000000
116 191 540.000000
116 190 529.000000
116 189 554.000000
116 188 525.000000
116 187 505.000000
116 186 538.000000
116 185 532.000000
116 184 441.000000
116 183 487.000000
116 182 515.000000
116 181 564.000000
116 180 462.000000
116 179 430.000000
116 178 512.000000
116 177 432.000000
116 176 450.000000
116 175 562.000000
116 174 461.000000
116 173 481.000000
116 172 480.000000
116 171 511.000000
116 170 384.000000
116 169 388.000000
116 168 515.000000
116 167 387.000000
116 166 359.000000
116 165 341.000000
116 164 361.000000
116 163 469.000000
116 162 487.000000
116 161 321.000000
116 160 489.000000
116 159 298.000000
116 158 322.000000
116 157 304.000000
116 156 358.000000
116 155 516.000000
116 154 250.000000
116 153 355.000000
116 152 327.000000
116 151 296.000000
116 150 245.000000
116 149 330.000000
116 148 442.000000
116 147 211.000000
116 146 260.000000
116 145 422.000000
116 144 463.000000
116 143 316.000000
116 142 193.000000
116 141 421.000000
116 140 275.000000
116 139 444.000000
116 138 346.000000
116 137 359.000000
116 136 421.000000
116 135 152.000000
116 134 133.000000
116 133 446.000000
116 132 130.000000
116 131 446.000000
116 130 124.000000
116 129 539.000000
116 128 105.000000
116 127 131.000000
116 126 452.000000
116 125 398.000000
116 124 406.000000
116 123 154.000000
116 122 145.000000
116 121 195.000000
116 120 44.000000
116 119 67.000000
116 118 276.000000
116 117 77.000000
117 193 565.000000
117 192 488.000000
117 191 507.000000
117 190 496.000000
117 189 515.000000
117 188 491.000000
117 187 475.000000
117 186 496.000000
117 185 488.000000
117 184 428.000000
117 183 452.000000
117 182 473.000000
117 181 513.000000
117 180 432.000000
117 179 408.000000
117 178 465.000000
117 177 407.000000
117 176 418.000000
117 175 508.000000
117 174 420.000000
117 173 436.000000
117 172 434.000000
117 171 460.000000
117 170 371.000000
117 169 368.000000
117 168 460.000000
117 167 358.000000
117 166 336.000000
117 165 334.000000
117 164 328.000000
117 163 411.000000
117 162 427.000000
117 161 302.000000
117 160 428.000000
117 159 306.000000
117 158 293.000000
117 157 280.000000
117 156 306.000000
117 155 448.000000
117 154 238.000000
117 153 298.000000
117 152 275.000000
117 151 249.000000
117 150 222.000000
117 149 274.000000
117 148 374.000000
117 147 218.000000
117 146 220.000000
117 145 355.000000
117 144 393.000000
117 143 258.000000
117 142 210.000000
117 141 351.000000
117 140 220.000000
117 139 372.000000
117 138 280.000000
117 137 291.000000
117 136 349.000000
117 135 148.000000
117 134 150.000000
117 133 371.000000
117 132 165.000000
117 131 370.000000
117 130 110.000000
117 129 462.000000
117 128 127.000000
117 127 194.000000
117 126 375.000000
117 125 321.000000
117 124 329.000000
117 123 227.000000
117 122 218.000000
117 121 120.000000
117 120 103.000000
117 119 137.000000
117 118 198.000000
118 193 487.000000
118 192 482.000000
118 191 468.000000
118 190 459.000000
118 189 456.000000
118 188 451.000000
118 187 446.000000
118 186 432.000000
118 185 417.000000
118 184 451.000000
118 183 413.000000
118 182 409.000000
118 181 417.000000
118 180 409.000000
118 179 413.000000
118 178 385.000000
118 177 402.000000
118 176 390.000000
118 175 399.000000
118 174 367.000000
118 173 366.000000
118 172 366.000000
118 171 370.000000
118 170 403.000000
118 169 384.000000
118 168 353.000000
118 167 354.000000
118 166 351.000000
118 165 388.000000
118 164 318.000000
118 163 300.000000
118 162 307.000000
118 161 334.000000
118 160 302.000000
118 159 395.000000
118 158 304.000000
118 157 308.000000
118 156 238.000000
118 155 291.000000
118 154 306.000000
118 153 216.000000
118 152 218.000000
118 151 222.000000
118 150 272.000000
118 149 203.000000
118 148 226.000000
118 147 327.000000
118 146 227.000000
118 145 210.000000
118 144 231.000000
118 143 183.000000
118 142 338.000000
118 141 195.000000
118 140 177.000000
118 139 206.000000
118 138 158.000000
118 137 155.000000
118 136 181.000000
118 135 266.000000
118 134 297.000000
118 133 186.000000
118 132 326.000000
118 131 183.000000
118 130 239.000000
118 129 267.000000
118 128 287.000000
118 127 379.000000
118 126 179.000000
118 125 127.000000
118 124 134.000000
118 123 419.000000
118 122 411.000000
118 121 91.000000
118 120 295.000000
118 119 331.000000
119 193 612.000000
119 192 494.000000
119 191 534.000000
119 190 522.000000
119 189 553.000000
119 188 520.000000
119 187 498.000000
119 186 540.000000
119 185 537.000000
119 184 419.000000
119 183 484.000000
119 182 518.000000
119 181 575.000000
119 180 456.000000
119 179 416.000000
119 178 520.000000
119 177 421.000000
119 176 446.000000
119 175 578.000000
119 174 464.000000
119 173 489.000000
119 172 486.000000
119 171 523.000000
119 170 365.000000
119 169 374.000000
119 168 532.000000
119 167 380.000000
119 166 348.000000
119 165 317.000000
119 164 359.000000
119 163 490.000000
119 162 510.000000
119 161 309.000000
119 160 513.000000
119 159 265.000000
119 158 318.000000
119 157 296.000000
119 156 375.000000
119 155 550.000000
119 154 236.000000
119 153 377.000000
119 152 345.000000
119 151 311.000000
119 150 241.000000
119 149 352.000000
119 148 475.000000
119 147 185.000000
119 146 270.000000
119 145 456.000000
119 144 500.000000
119 143 341.000000
119 142 160.000000
119 141 458.000000
119 140 298.000000
119 139 483.000000
119 138 379.000000
119 137 395.000000
119 136 462.000000
119 135 145.000000
119 134 110.000000
119 133 491.000000
119 132 91.000000
119 131 492.000000
119 130 132.000000
119 129 588.000000
119 128 87.000000
119 127 65.000000
119 126 503.000000
119 125 449.000000
119 124 457.000000
119 123 89.000000
119 122 80.000000
119 121 245.000000
119 120 37.000000
120 193 587.000000
120 192 477.000000
120 191 513.000000
120 190 501.000000
120 189 530.000000
120 188 498.000000
120 187 477.000000
120 186 515.000000
120 185 511.000000
120 184 406.000000
120 183 462.000000
120 182 493.000000
120 181 547.000000
120 180 435.000000
120 179 399.000000
120 178 493.000000
120 177 402.000000
120 176 424.000000
120 175 548.000000
120 174 438.000000
120 173 462.000000
120 172 460.000000
120 171 494.000000
120 170 350.000000
120 169 357.000000
120 168 502.000000
120 167 359.000000
120 166 328.000000
120 165 304.000000
120 164 336.000000
120 163 458.000000
120 162 478.000000
120 161 290.000000
120 160 480.000000
120 159 258.000000
120 158 295.000000
120 157 275.000000
120 156 344.000000
120 155 515.000000
120 154 217.000000
120 153 345.000000
120 152 314.000000
120 151 281.000000
120 150 217.000000
120 149 319.000000
120 148 440.000000
120 147 173.000000
120 146 241.000000
120 145 421.000000
120 144 465.000000
120 143 308.000000
120 142 152.000000
120 141 423.000000
120 140 265.000000
120 139 447.000000
120 138 344.000000
120 137 359.000000
120 136 426.000000
120 135 122.000000
120 134 94.000000
120 133 454.000000
120 132 87.000000
120 131 456.000000
120 130 102.000000
120 129 551.000000
120 128 67.000000
120 127 92.000000
120 126 466.000000
120 125 412.000000
120 124 419.000000
120 123 124.000000
120 122 116.000000
120 121 208.000000
121 193 479.000000
121 192 438.000000
121 191 439.000000
121 190 429.000000
121 189 437.000000
121 188 422.000000
121 187 412.000000
121 186 415.000000
121 185 403.000000
121 184 395.000000
121 183 383.000000
121 182 391.000000
121 181 418.000000
121 180 371.000000
121 179 363.000000
121 178 375.000000
121 177 356.000000
121 176 354.000000
121 175 407.000000
121 174 342.000000
121 173 351.000000
121 172 350.000000
121 171 366.000000
121 170 342.000000
121 169 328.000000
121 168 359.000000
121 167 306.000000
121 166 295.000000
121 165 319.000000
121 164 271.000000
121 163 307.000000
121 162 320.000000
121 161 270.000000
121 160 319.000000
121 159 316.000000
121 158 247.000000
121 157 244.000000
121 156 216.000000
121 155 331.000000
121 154 229.000000
121 153 201.000000
121 152 188.000000
121 151 176.000000
121 150 199.000000
121 149 180.000000
121 148 258.000000
121 147 242.000000
121 146 165.000000
121 145 239.000000
121 144 274.000000
121 143 161.000000
121 142 249.000000
121 141 233.000000
121 140 134.000000
121 139 253.000000
121 138 167.000000
121 137 175.000000
121 136 229.000000
121 135 177.000000
121 134 206.000000
121 133 250.000000
121 132 235.000000
121 131 250.000000
121 130 148.000000
121 129 344.000000
121 128 196.000000
121 127 289.000000
121 126 258.000000
121 125 204.000000
121 124 211.000000
121 123 331.000000
121 122 323.000000
122 193 655.000000
122 192 517.000000
122 191 567.000000
122 190 556.000000
122 189 592.000000
122 188 555.000000
122 187 530.000000
122 186 581.000000
122 185 581.000000
122 184 438.000000
122 183 522.000000
122 182 561.000000
122 181 625.000000
122 180 490.000000
122 179 444.000000
122 178 569.000000
122 177 452.000000
122 176 483.000000
122 175 632.000000
122 174 508.000000
122 173 536.000000
122 172 534.000000
122 171 574.000000
122 170 387.000000
122 169 403.000000
122 168 588.000000
122 167 417.000000
122 166 381.000000
122 165 337.000000
122 164 401.000000
122 163 549.000000
122 162 570.000000
122 161 343.000000
122 160 574.000000
122 159 275.000000
122 158 360.000000
122 157 335.000000
122 156 433.000000
122 155 617.000000
122 154 272.000000
122 153 439.000000
122 152 405.000000
122 151 368.000000
122 150 286.000000
122 149 414.000000
122 148 543.000000
122 147 212.000000
122 146 325.000000
122 145 525.000000
122 144 571.000000
122 143 406.000000
122 142 182.000000
122 141 529.000000
122 140 363.000000
122 139 555.000000
122 138 449.000000
122 137 466.000000
122 136 535.000000
122 135 198.000000
122 134 156.000000
122 133 566.000000
122 132 124.000000
122 131 568.000000
122 130 197.000000
122 129 665.000000
122 128 144.000000
122 127 50.000000
122 126 580.000000
122 125 527.000000
122 124 534.000000
122 123 10.000000
123 193 655.000000
123 192 515.000000
123 191 566.000000
123 190 555.000000
123 189 592.000000
123 188 554.000000
123 187 529.000000
123 186 581.000000
123 185 581.000000
123 184 435.000000
123 183 522.000000
123 182 562.000000
123 181 626.000000
123 180 489.000000
123 179 442.000000
123 178 570.000000
123 177 451.000000
123 176 483.000000
123 175 633.000000
123 174 508.000000
123 173 537.000000
123 172 535.000000
123 171 575.000000
123 170 385.000000
123 169 402.000000
123 168 590.000000
123 167 416.000000
123 166 381.000000
123 165 335.000000
123 164 402.000000
123 163 552.000000
123 162 573.000000
123 161 343.000000
123 160 577.000000
123 159 272.000000
123 158 360.000000
123 157 336.000000
123 156 436.000000
123 155 621.000000
123 154 272.000000
123 153 442.000000
123 152 408.000000
123 151 371.000000
123 150 287.000000
123 149 417.000000
123 148 548.000000
123 147 211.000000
123 146 328.000000
123 145 529.000000
123 144 576.000000
123 143 410.000000
123 142 181.000000
123 141 534.000000
123 140 367.000000
123 139 560.000000
123 138 454.000000
123 137 470.000000
123 136 540.000000
123 135 201.000000
123 134 158.000000
123 133 572.000000
123 132 125.000000
123 131 574.000000
123 130 202.000000
123 129 672.000000
123 128 148.000000
123 127 51.000000
123 126 587.000000
123 125 533.000000
123 124 541.000000
124 193 437.000000
124 192 485.000000
124 191 448.000000
124 190 442.000000
124 189 424.000000
124 188 433.000000
124 187 437.000000
124 186 398.000000
124 185 379.000000
124 184 477.000000
124 183 399.000000
124 182 378.000000
124 181 359.000000
124 180 407.000000
124 179 430.000000
124 178 344.000000
124 177 415.000000
124 176 388.000000
124 175 332.000000
124 174 350.000000
124 173 336.000000
124 172 337.000000
124 171 323.000000
124 170 439.000000
124 169 412.000000
124 168 293.000000
124 167 374.000000
124 166 385.000000
124 165 440.000000
124 164 341.000000
124 163 246.000000
124 162 242.000000
124 161 380.000000
124 160 233.000000
124 159 466.000000
124 158 343.000000
124 157 357.000000
124 156 241.000000
124 155 190.000000
124 154 377.000000
124 153 214.000000
124 152 237.000000
124 151 260.000000
124 150 342.000000
124 149 216.000000
124 148 150.000000
124 147 415.000000
124 146 285.000000
124 145 143.000000
124 144 134.000000
124 143 203.000000
124 142 432.000000
124 141 118.000000
124 140 225.000000
124 139 110.000000
124 138 148.000000
124 137 130.000000
124 136 92.000000
124 135 367.000000
124 134 404.000000
124 133 65.000000
124 132 436.000000
124 131 57.000000
124 130 348.000000
124 129 133.000000
124 128 400.000000
124 127 497.000000
124 126 46.000000
124 125 7.000000
125 193 435.000000
125 192 481.000000
125 191 445.000000
125 190 438.000000
125 189 421.000000
125 188 429.000000
125 187 432.000000
125 186 395.000000
125 185 376.000000
125 184 471.000000
125 183 395.000000
125 182 375.000000
125 181 358.000000
125 180 403.000000
125 179 425.000000
125 178 342.000000
125 177 410.000000
125 176 384.000000
125 175 331.000000
125 174 346.000000
125 173 333.000000
125 172 334.000000
125 171 321.000000
125 170 433.000000
125 169 406.000000
125 168 292.000000
125 167 368.000000
125 166 379.000000
125 165 433.000000
125 164 336.000000
125 163 244.000000
125 162 240.000000
125 161 374.000000
125 160 232.000000
125 159 458.000000
125 158 337.000000
125 157 350.000000
125 156 235.000000
125 155 191.000000
125 154 370.000000
125 153 208.000000
125 152 231.000000
125 151 253.000000
125 150 334.000000
125 149 210.000000
125 148 149.000000
125 147 408.000000
125 146 278.000000
125 145 141.000000
125 144 134.000000
125 143 197.000000
125 142 425.000000
125 141 116.000000
125 140 218.000000
125 139 110.000000
125 138 142.000000
125 137 124.000000
125 136 90.000000
125 135 359.000000
125 134 396.000000
125 133 67.000000
125 132 429.000000
125 131 61.000000
125 130 340.000000
125 129 141.000000
125 128 392.000000
125 127 490.000000
125 126 53.000000
126 193 439.000000
126 192 505.000000
126 191 462.000000
126 190 456.000000
126 189 433.000000
126 188 447.000000
126 187 453.000000
126 186 408.000000
126 185 387.000000
126 184 503.000000
126 183 415.000000
126 182 389.000000
126 181 360.000000
126 180 428.000000
126 179 455.000000
126 178 352.000000
126 177 439.000000
126 176 409.000000
126 175 330.000000
126 174 367.000000
126 173 349.000000
126 172 350.000000
126 171 330.000000
126 170 469.000000
126 169 441.000000
126 168 296.000000
126 167 401.000000
126 166 415.000000
126 165 473.000000
126 164 370.000000
126 163 253.000000
126 162 245.000000
126 161 414.000000
126 160 235.000000
126 159 503.000000
126 158 376.000000
126 157 391.000000
126 156 267.000000
126 155 176.000000
126 154 416.000000
126 153 241.000000
126 152 268.000000
126 151 294.000000
126 150 380.000000
126 149 247.000000
126 148 156.000000
126 147 457.000000
126 146 323.000000
126 145 155.000000
126 144 130.000000
126 143 237.000000
126 142 475.000000
126 141 129.000000
126 140 263.000000
126 139 110.000000
126 138 179.000000
126 137 159.000000
126 136 102.000000
126 135 411.000000
126 134 449.000000
126 133 56.000000
126 132 481.000000
126 131 44.000000
126 130 393.000000
126 129 88.000000
126 128 445.000000
126 127 543.000000
127 193 604.000000
127 192 469.000000
127 191 518.000000
127 190 506.000000
127 189 542.000000
127 188 505.000000
127 187 480.000000
127 186 531.000000
127 185 530.000000
127 184 390.000000
127 183 472.000000
127 182 511.000000
127 181 575.000000
127 180 440.000000
127 179 395.000000
127 178 518.000000
127 177 402.000000
127 176 433.000000
127 175 582.000000
127 174 458.000000
127 173 486.000000
127 172 483.000000
127 171 524.000000
127 170 339.000000
127 169 354.000000
127 168 538.000000
127 167 366.000000
127 166 331.000000
127 165 289.000000
127 164 351.000000
127 163 500.000000
127 162 522.000000
127 161 293.000000
127 160 526.000000
127 159 228.000000
127 158 309.000000
127 157 285.000000
127 156 385.000000
127 155 571.000000
127 154 222.000000
127 153 391.000000
127 152 357.000000
127 151 320.000000
127 150 236.000000
127 149 366.000000
127 148 498.000000
127 147 162.000000
127 146 277.000000
127 145 479.000000
127 144 526.000000
127 143 359.000000
127 142 132.000000
127 141 485.000000
127 140 316.000000
127 139 511.000000
127 138 404.000000
127 137 422.000000
127 136 492.000000
127 135 149.000000
127 134 107.000000
127 133 526.000000
127 132 74.000000
127 131 528.000000
127 130 153.000000
127 129 626.000000
127 128 99.000000
128 193 525.000000
128 192 410.000000
128 191 447.000000
128 190 435.000000
128 189 466.000000
128 188 433.000000
128 187 411.000000
128 186 452.000000
128 185 449.000000
128 184 338.000000
128 183 397.000000
128 182 430.000000
128 181 488.000000
128 180 369.000000
128 179 331.000000
128 178 433.000000
128 177 335.000000
128 176 359.000000
128 175 492.000000
128 174 376.000000
128 173 401.000000
128 172 399.000000
128 171 436.000000
128 170 282.000000
128 169 289.000000
128 168 447.000000
128 167 293.000000
128 166 262.000000
128 165 237.000000
128 164 271.000000
128 163 406.000000
128 162 427.000000
128 161 223.000000
128 160 431.000000
128 159 193.000000
128 158 230.000000
128 157 209.000000
128 156 291.000000
128 155 473.000000
128 154 150.000000
128 153 295.000000
128 152 262.000000
128 151 226.000000
128 150 153.000000
128 149 270.000000
128 148 399.000000
128 147 106.000000
128 146 184.000000
128 145 380.000000
128 144 427.000000
128 143 261.000000
128 142 89.000000
128 141 385.000000
128 140 218.000000
128 139 412.000000
128 138 305.000000
128 137 322.000000
128 136 392.000000
128 135 57.000000
128 134 28.000000
128 133 426.000000
128 132 40.000000
128 131 429.000000
128 130 53.000000
128 129 528.000000
129 193 440.000000
129 192 537.000000
129 191 482.000000
129 190 478.000000
129 189 446.000000
129 188 469.000000
129 187 481.000000
129 186 422.000000
129 185 401.000000
129 184 548.000000
129 183 443.000000
129 182 407.000000
129 181 361.000000
129 180 462.000000
129 179 498.000000
129 178 367.000000
129 177 480.000000
129 176 444.000000
129 175 326.000000
129 174 396.000000
129 173 372.000000
129 172 373.000000
129 171 342.000000
129 170 521.000000
129 169 490.000000
129 168 303.000000
129 167 448.000000
129 166 468.000000
129 165 532.000000
129 164 421.000000
129 163 272.000000
129 162 257.000000
129 161 473.000000
129 160 245.000000
129 159 569.000000
129 158 434.000000
129 157 452.000000
129 156 319.000000
129 155 167.000000
129 154 485.000000
129 153 295.000000
129 152 327.000000
129 151 358.000000
129 150 450.000000
129 149 307.000000
129 148 185.000000
129 147 531.000000
129 146 392.000000
129 145 193.000000
129 144 149.000000
129 143 300.000000
129 142 551.000000
129 141 171.000000
129 140 333.000000
129 139 143.000000
129 138 242.000000
129 137 222.000000
129 136 150.000000
129 135 490.000000
129 134 529.000000
129 133 104.000000
129 132 562.000000
129 131 99.000000
129 130 475.000000
130 193 486.000000
130 192 387.000000
130 191 415.000000
130 190 404.000000
130 189 429.000000
130 188 400.000000
130 187 380.000000
130 186 414.000000
130 185 409.000000
130 184 321.000000
130 183 363.000000
130 182 392.000000
130 181 444.000000
130 180 337.000000
130 179 307.000000
130 178 391.000000
130 177 308.000000
130 176 326.000000
130 175 446.000000
130 174 337.000000
130 173 359.000000
130 172 357.000000
130 171 391.000000
130 170 264.000000
130 169 265.000000
130 168 400.000000
130 167 262.000000
130 166 235.000000
130 165 225.000000
130 164 236.000000
130 163 357.000000
130 162 377.000000
130 161 198.000000
130 160 380.000000
130 159 195.000000
130 158 197.000000
130 157 179.000000
130 156 242.000000
130 155 420.000000
130 154 130.000000
130 153 244.000000
130 152 213.000000
130 151 178.000000
130 150 120.000000
130 149 219.000000
130 148 346.000000
130 147 109.000000
130 146 138.000000
130 145 327.000000
130 144 373.000000
130 143 210.000000
130 142 106.000000
130 141 332.000000
130 140 166.000000
130 139 358.000000
130 138 251.000000
130 137 268.000000
130 136 338.000000
130 135 37.000000
130 134 57.000000
130 133 373.000000
130 132 88.000000
130 131 376.000000
131 193 395.000000
131 192 462.000000
131 191 417.000000
131 190 411.000000
131 189 388.000000
131 188 402.000000
131 187 410.000000
131 186 363.000000
131 185 342.000000
131 184 463.000000
131 183 371.000000
131 182 344.000000
131 181 315.000000
131 180 385.000000
131 179 414.000000
131 178 308.000000
131 177 397.000000
131 176 366.000000
131 175 286.000000
131 174 323.000000
131 173 304.000000
131 172 305.000000
131 171 285.000000
131 170 431.000000
131 169 401.000000
131 168 251.000000
131 167 361.000000
131 166 377.000000
131 165 438.000000
131 164 331.000000
131 163 208.000000
131 162 200.000000
131 161 378.000000
131 160 190.000000
131 159 472.000000
131 158 340.000000
131 157 357.000000
131 156 228.000000
131 155 136.000000
131 154 386.000000
131 153 203.000000
131 152 232.000000
131 151 261.000000
131 150 351.000000
131 149 212.000000
131 148 111.000000
131 147 431.000000
131 146 294.000000
131 145 111.000000
131 144 85.000000
131 143 203.000000
131 142 451.000000
131 141 85.000000
131 140 234.000000
131 139 65.000000
131 138 145.000000
131 137 124.000000
131 136 59.000000
131 135 390.000000
131 134 430.000000
131 133 11.000000
131 132 463.000000
132 193 532.000000
132 192 404.000000
132 191 448.000000
132 190 437.000000
132 189 471.000000
132 188 435.000000
132 187 411.000000
132 186 459.000000
132 185 458.000000
132 184 329.000000
132 183 401.000000
132 182 439.000000
132 181 501.000000
132 180 370.000000
132 179 328.000000
132 178 445.000000
132 177 334.000000
132 176 362.000000
132 175 508.000000
132 174 385.000000
132 173 412.000000
132 172 410.000000
132 171 450.000000
132 170 275.000000
132 169 286.000000
132 168 464.000000
132 167 296.000000
132 166 262.000000
132 165 226.000000
132 164 278.000000
132 163 426.000000
132 162 448.000000
132 161 223.000000
132 160 453.000000
132 159 174.000000
132 158 237.000000
132 157 213.000000
132 156 311.000000
132 155 499.000000
132 154 151.000000
132 153 317.000000
132 152 283.000000
132 151 246.000000
132 150 162.000000
132 149 293.000000
132 148 427.000000
132 147 95.000000
132 146 203.000000
132 145 408.000000
132 144 456.000000
132 143 287.000000
132 142 69.000000
132 141 415.000000
132 140 244.000000
132 139 442.000000
132 138 334.000000
132 137 352.000000
132 136 424.000000
132 135 76.000000
132 134 34.000000
132 133 460.000000
133 193 383.000000
133 192 452.000000
133 191 406.000000
133 190 401.000000
133 189 377.000000
133 188 391.000000
133 187 399.000000
133 186 352.000000
133 185 331.000000
133 184 453.000000
133 183 361.000000
133 182 333.000000
133 181 304.000000
133 180 374.000000
133 179 404.000000
133 178 296.000000
133 177 388.000000
133 176 355.000000
133 175 275.000000
133 174 312.000000
133 173 293.000000
133 172 294.000000
133 171 273.000000
133 170 422.000000
133 169 392.000000
133 168 240.000000
133 167 352.000000
133 166 369.000000
133 165 430.000000
133 164 322.000000
133 163 197.000000
133 162 189.000000
133 161 370.000000
133 160 179.000000
133 159 465.000000
133 158 332.000000
133 157 349.000000
133 156 219.000000
133 155 126.000000
133 154 380.000000
133 153 194.000000
133 152 224.000000
133 151 254.000000
133 150 345.000000
133 149 204.000000
133 148 100.000000
133 147 426.000000
133 146 287.000000
133 145 100.000000
133 144 74.000000
133 143 196.000000
133 142 446.000000
133 141 75.000000
133 140 228.000000
133 139 54.000000
133 138 137.000000
133 137 117.000000
133 136 49.000000
133 135 386.000000
133 134 426.000000
134 193 504.000000
134 192 384.000000
134 191 423.000000
134 190 412.000000
134 189 444.000000
134 188 410.000000
134 187 387.000000
134 186 431.000000
134 185 429.000000
134 184 311.000000
134 183 374.000000
134 182 410.000000
134 181 470.000000
134 180 345.000000
134 179 306.000000
134 178 414.000000
134 177 310.000000
134 176 336.000000
134 175 476.000000
134 174 356.000000
134 173 382.000000
134 172 380.000000
134 171 418.000000
134 170 256.000000
134 169 264.000000
134 168 432.000000
134 167 270.000000
134 166 237.000000
134 165 210.000000
134 164 250.000000
134 163 393.000000
134 162 414.000000
134 161 199.000000
134 160 419.000000
134 159 165.000000
134 158 208.000000
134 157 186.000000
134 156 277.000000
134 155 465.000000
134 154 125.000000
134 153 284.000000
134 152 249.000000
134 151 212.000000
134 150 132.000000
134 149 259.000000
134 148 392.000000
134 147 78.000000
134 146 169.000000
134 145 374.000000
134 144 422.000000
134 143 253.000000
134 142 61.000000
134 141 381.000000
134 140 210.000000
134 139 408.000000
134 138 300.000000
134 137 318.000000
134 136 390.000000
134 135 42.000000
135 193 467.000000
135 192 357.000000
135 191 390.000000
135 190 379.000000
135 189 408.000000
135 188 376.000000
135 187 355.000000
135 186 394.000000
135 185 391.000000
135 184 288.000000
135 183 340.000000
135 182 372.000000
135 181 430.000000
135 180 312.000000
135 179 277.000000
135 178 375.000000
135 177 280.000000
135 176 302.000000
135 175 435.000000
135 174 318.000000
135 173 343.000000
135 172 341.000000
135 171 378.000000
135 170 232.000000
135 169 235.000000
135 168 390.000000
135 167 236.000000
135 166 206.000000
135 165 190.000000
135 164 214.000000
135 163 351.000000
135 162 372.000000
135 161 169.000000
135 160 376.000000
135 159 158.000000
135 158 173.000000
135 157 152.000000
135 156 235.000000
135 155 423.000000
135 154 97.000000
135 153 241.000000
135 152 207.000000
135 151 170.000000
135 150 95.000000
135 149 217.000000
135 148 350.000000
135 147 71.000000
135 146 127.000000
135 145 332.000000
135 144 380.000000
135 143 210.000000
135 142 72.000000
135 141 339.000000
135 140 168.000000
135 139 367.000000
135 138 258.000000
135 137 277.000000
135 136 349.000000
136 193 345.000000
136 192 403.000000
136 191 360.000000
136 190 354.000000
136 189 333.000000
136 188 345.000000
136 187 351.000000
136 186 308.000000
136 185 288.000000
136 184 404.000000
136 183 313.000000
136 182 288.000000
136 181 267.000000
136 180 325.000000
136 179 355.000000
136 178 253.000000
136 177 338.000000
136 176 307.000000
136 175 240.000000
136 174 265.000000
136 173 247.000000
136 172 248.000000
136 171 231.000000
136 170 373.000000
136 169 343.000000
136 168 201.000000
136 167 302.000000
136 166 319.000000
136 165 381.000000
136 164 273.000000
136 163 154.000000
136 162 150.000000
136 161 322.000000
136 160 141.000000
136 159 418.000000
136 158 283.000000
136 157 301.000000
136 156 170.000000
136 155 109.000000
136 154 335.000000
136 153 145.000000
136 152 176.000000
136 151 207.000000
136 150 300.000000
136 149 156.000000
136 148 58.000000
